order_id,order_date,customer_id,product_category,country,customer_segment,payment_method,units_sold,unit_price,discount_pct,is_returned,rating,revenue
ORD00726,2023-02-02 10:16:56.216216216,CUST0114,Clothing,UK,Corporate,Credit Card,1,434.89,10,0,2.6,391.4
ORD00877,2023-02-02 19:01:37.297297297,CUST0011,Home & Kitchen,India,Home Office,Credit Card,5,347.74,5,0,3.4,1651.76
ORD00075,2023-02-03 03:46:18.378378378,CUST0034,Electronics,Germany,Home Office,Bank Transfer,18,79.95,10,1,3.8,1295.19
ORD00548,2023-02-03 03:46:18.378378378,CUST0036,Clothing,France,Corporate,Credit Card,3,149.73,10,1,4.9,404.27
ORD00651,2023-02-03 21:15:40.540540540,CUST0158,Electronics,USA,Corporate,Credit Card,6,202.48,0,0,3.6,1214.88
ORD00620,2023-02-04 14:45:02.702702703,CUST0183,Clothing,Australia,Consumer,PayPal,18,86.69,5,0,2.5,1482.4
ORD00199,2023-02-04 14:45:02.702702703,CUST0036,Home & Kitchen,UK,Corporate,Crypto,2,107.58,5,0,3.7,204.4
ORD00760,2023-02-04 14:45:02.702702703,CUST0039,Sports,USA,Corporate,Bank Transfer,7,223.65,0,0,3.0,1565.55
ORD00756,2023-02-05 16:59:05.945945946,CUST0031,Sports,Germany,Consumer,Credit Card,3,304.82,10,0,4.9,823.01
ORD00472,2023-02-05 16:59:05.945945946,CUST0081,Sports,USA,Consumer,Credit Card,9,182.33,0,0,3.2,1640.97
ORD00377,2023-02-05 16:59:05.945945946,CUST0025,Beauty,UK,Consumer,Credit Card,11,198.16,10,0,4.3,1961.78
ORD00166,2023-02-05 16:59:05.945945946,CUST0233,Clothing,UK,Consumer,Bank Transfer,7,269.72,0,0,3.3,1888.04
ORD00482,2023-02-05 16:59:05.945945946,CUST0209,Home & Kitchen,USA,Corporate,Bank Transfer,17,184.2,10,0,4.4,2818.26
ORD00805,2023-02-05 16:59:05.945945946,CUST0134,Home & Kitchen,Germany,Consumer,PayPal,1,279.83,5,0,2.9,265.84
ORD00401,2023-02-05 16:59:05.945945946,CUST0158,Electronics,USA,Consumer,Credit Card,1,107.83,0,1,4.2,107.83
ORD00672,2023-02-06 01:43:47.027027027,CUST0148,Clothing,UK,Corporate,Bank Transfer,9,185.52,0,0,4.5,1669.68
ORD00016,2023-02-06 01:43:47.027027027,CUST0099,Sports,USA,Home Office,Bank Transfer,2,456.55,5,0,2.8,867.44
ORD00579,2023-02-07 03:57:50.270270270,CUST0080,Home & Kitchen,USA,Consumer,Credit Card,8,239.01,10,0,3.8,1720.87
ORD00000,2023-02-07 03:57:50.270270270,CUST0005,Home & Kitchen,Canada,Corporate,Credit Card,1,403.54,10,0,3.3,363.19
ORD00516,2023-02-07 12:42:31.351351351,CUST0098,Books,Australia,Corporate,Credit Card,3,119.56,0,0,4.4,358.68
ORD00394,2023-02-07 12:42:31.351351351,CUST0049,Beauty,UK,Corporate,Bank Transfer,2,161.08,0,0,4.3,322.16
ORD00093,2023-02-08 06:11:53.513513513,CUST0155,Sports,Australia,Corporate,Credit Card,5,267.7,10,0,2.9,1204.65
ORD00595,2023-02-08 06:11:53.513513513,CUST0266,Clothing,UK,Consumer,Credit Card,5,389.25,0,0,2.8,1946.25
ORD00004,2023-02-08 14:56:34.594594594,CUST0146,Electronics,UK,Consumer,PayPal,10,84.18,20,0,2.8,673.44
ORD00817,2023-02-09 08:25:56.756756757,CUST0075,Clothing,France,Consumer,PayPal,8,297.02,0,0,4.7,2376.16
ORD00398,2023-02-10 10:40:00.000000000,CUST0215,Clothing,USA,Corporate,Credit Card,18,27.8,0,0,2.8,500.4
ORD00267,2023-02-10 19:24:41.081081081,CUST0089,Electronics,France,Consumer,PayPal,6,315.05,5,1,4.0,1795.78
ORD00277,2023-02-10 19:24:41.081081081,CUST0143,Home & Kitchen,Canada,Consumer,Bank Transfer,15,211.29,0,0,3.4,3169.35
ORD00283,2023-02-10 19:24:41.081081081,CUST0039,Sports,USA,Consumer,Credit Card,6,118.66,0,0,4.9,711.96
ORD00733,2023-02-11 12:54:03.243243243,CUST0040,Electronics,India,Consumer,PayPal,8,442.41,20,0,3.8,2831.42
ORD00485,2023-02-11 21:38:44.324324324,CUST0040,Beauty,UK,Consumer,Credit Card,16,289.88,20,1,4.5,3710.46
ORD00910,2023-02-12 06:23:25.405405405,CUST0106,Electronics,USA,Corporate,PayPal,5,246.17,0,1,4.6,1230.85
ORD00608,2023-02-12 06:23:25.405405405,CUST0223,Clothing,Germany,Consumer,PayPal,16,483.22,10,0,3.0,6958.37
ORD00622,2023-02-12 15:08:06.486486486,CUST0015,Electronics,Canada,Corporate,Credit Card,10,313.36,10,0,3.1,2820.24
ORD00599,2023-02-13 08:37:28.648648649,CUST0086,Sports,India,Consumer,Credit Card,5,243.79,0,0,4.9,1218.95
ORD00385,2023-02-13 08:37:28.648648649,CUST0154,Electronics,USA,Consumer,Credit Card,7,271.4,10,0,2.5,1709.82
ORD00958,2023-02-14 02:06:50.810810811,CUST0159,Clothing,India,Home Office,PayPal,2,377.36,0,0,3.1,754.72
ORD00009,2023-02-14 02:06:50.810810811,CUST0282,Beauty,India,Consumer,Credit Card,14,61.83,15,0,4.7,735.78
ORD00307,2023-02-14 10:51:31.891891892,CUST0228,Beauty,USA,Home Office,Credit Card,16,398.33,5,0,4.8,6054.62
ORD00323,2023-02-14 19:36:12.972972973,CUST0299,Clothing,USA,Consumer,PayPal,4,235.36,5,0,2.6,894.37
ORD00560,2023-02-15 04:20:54.054054054,CUST0217,Electronics,USA,Consumer,Bank Transfer,18,150.75,0,0,3.7,2713.5
ORD00882,2023-02-15 13:05:35.135135135,CUST0214,Home & Kitchen,Germany,Home Office,Bank Transfer,19,31.38,0,0,4.3,596.22
ORD00611,2023-02-15 21:50:16.216216216,CUST0014,Books,USA,Consumer,Crypto,1,106.64,20,0,3.7,85.31
ORD00494,2023-02-16 06:34:57.297297297,CUST0029,Sports,UK,Corporate,Credit Card,10,452.59,15,0,3.9,3847.01
ORD00137,2023-02-16 15:19:38.378378378,CUST0216,Home & Kitchen,USA,Consumer,Credit Card,12,28.38,5,0,4.7,323.53
ORD00295,2023-02-17 00:04:19.459459459,CUST0038,Books,Australia,Corporate,Credit Card,18,35.63,15,0,3.9,545.14
ORD00381,2023-02-17 08:49:00.540540540,CUST0177,Clothing,USA,Consumer,Credit Card,9,67.57,0,0,3.7,608.13
ORD00019,2023-02-17 08:49:00.540540540,CUST0133,Home & Kitchen,India,Consumer,Credit Card,18,195.55,0,0,4.3,3519.9
ORD00057,2023-02-17 08:49:00.540540540,CUST0252,Clothing,UK,Consumer,Credit Card,4,42.15,10,0,4.2,151.74
ORD00867,2023-02-17 17:33:41.621621621,CUST0072,Electronics,Germany,Consumer,PayPal,10,222.05,0,0,4.1,2220.5
ORD00825,2023-02-18 02:18:22.702702703,CUST0236,Books,India,Consumer,Crypto,5,394.14,20,0,4.8,1576.56
ORD00911,2023-02-18 11:03:03.783783784,CUST0123,Home & Kitchen,USA,Corporate,Credit Card,18,44.52,0,0,3.7,801.36
ORD00154,2023-02-18 19:47:44.864864865,CUST0039,Electronics,USA,Consumer,Credit Card,11,416.79,20,0,4.0,3667.75
ORD00425,2023-02-18 19:47:44.864864865,CUST0178,Clothing,Germany,Consumer,Bank Transfer,7,380.6,5,0,3.7,2530.99
ORD00141,2023-02-20 06:46:29.189189189,CUST0007,Electronics,India,Consumer,Bank Transfer,8,274.86,20,0,4.6,1759.1
ORD00936,2023-02-21 17:45:13.513513513,CUST0243,Electronics,India,Consumer,Credit Card,14,60.93,15,0,3.1,725.07
ORD00547,2023-02-21 17:45:13.513513513,CUST0250,Home & Kitchen,Canada,Corporate,Credit Card,13,90.38,0,0,4.9,1174.94
ORD00320,2023-02-22 02:29:54.594594594,CUST0243,Home & Kitchen,Canada,Consumer,Crypto,10,132.67,10,0,3.6,1194.03
ORD00802,2023-02-22 02:29:54.594594594,CUST0007,Electronics,USA,Corporate,Bank Transfer,14,48.47,10,0,3.1,610.72
ORD00814,2023-02-22 02:29:54.594594594,CUST0271,Home & Kitchen,USA,Corporate,Bank Transfer,14,84.58,15,0,4.2,1006.5
ORD00362,2023-02-22 02:29:54.594594594,CUST0154,Books,USA,Corporate,Credit Card,19,142.62,10,0,4.4,2438.8
ORD00975,2023-02-22 11:14:35.675675676,CUST0243,Books,USA,Corporate,Credit Card,15,284.34,15,1,4.1,3625.33
ORD00337,2023-02-23 04:43:57.837837838,CUST0111,Electronics,India,Consumer,PayPal,12,296.96,10,0,4.3,3207.17
ORD00338,2023-02-23 13:28:38.918918919,CUST0104,Books,France,Consumer,Crypto,5,14.15,5,0,4.1,67.21
ORD00919,2023-02-23 22:13:20.000000000,CUST0178,Electronics,UK,Consumer,Credit Card,12,248.35,10,0,2.6,2682.18
ORD00561,2023-02-24 06:58:01.081081081,CUST0061,Electronics,USA,Corporate,Credit Card,4,371.02,0,1,3.8,1484.08
ORD00813,2023-02-24 15:42:42.162162162,CUST0039,Home & Kitchen,France,Consumer,PayPal,18,197.9,5,1,4.1,3384.09
ORD00355,2023-02-24 15:42:42.162162162,CUST0182,Electronics,France,Consumer,Credit Card,10,285.42,0,0,3.5,2854.2
ORD00383,2023-02-25 00:27:23.243243243,CUST0063,Electronics,India,Corporate,PayPal,18,461.16,20,0,3.1,6640.7
ORD00402,2023-02-25 09:12:04.324324324,CUST0285,Sports,Canada,Consumer,Credit Card,3,191.91,10,0,4.8,518.16
ORD00640,2023-02-25 17:56:45.405405406,CUST0245,Home & Kitchen,Canada,Consumer,Bank Transfer,13,170.22,5,0,3.7,2102.22
ORD00511,2023-02-26 02:41:26.486486487,CUST0027,Electronics,USA,Corporate,Credit Card,10,175.3,0,0,4.6,1753.0
ORD00129,2023-02-26 20:10:48.648648649,CUST0180,Home & Kitchen,Canada,Corporate,PayPal,3,214.67,5,1,2.6,611.81
ORD00467,2023-02-27 04:55:29.729729730,CUST0256,Electronics,Canada,Home Office,Bank Transfer,17,433.55,10,0,3.3,6633.32
ORD00374,2023-02-27 22:24:51.891891892,CUST0179,Electronics,USA,Corporate,Credit Card,3,397.34,0,0,4.5,1192.02
ORD00692,2023-02-27 22:24:51.891891892,CUST0178,Home & Kitchen,Germany,Corporate,PayPal,2,402.93,10,0,2.5,725.27
ORD00211,2023-02-27 22:24:51.891891892,CUST0026,Books,Canada,Home Office,PayPal,6,474.3,0,0,3.2,2845.8
ORD00491,2023-02-28 07:09:32.972972973,CUST0235,Sports,Australia,Consumer,Credit Card,10,465.65,5,0,2.5,4423.68
ORD00415,2023-02-28 07:09:32.972972973,CUST0132,Electronics,UK,Consumer,Credit Card,4,211.88,5,0,2.9,805.14
ORD00031,2023-02-28 07:09:32.972972973,CUST0173,Electronics,India,Consumer,Credit Card,7,91.72,10,0,3.7,577.84
ORD00101,2023-02-28 15:54:14.054054054,CUST0092,Sports,USA,Consumer,Credit Card,3,364.52,0,0,4.5,1093.56
ORD00826,2023-03-01 00:38:55.135135135,CUST0092,Sports,Canada,Consumer,Credit Card,2,203.45,0,0,2.9,406.9
ORD00410,2023-03-01 00:38:55.135135135,CUST0194,Home & Kitchen,France,Home Office,Credit Card,11,94.11,10,0,3.3,931.69
ORD00853,2023-03-01 18:08:17.297297297,CUST0181,Sports,USA,Consumer,PayPal,6,85.86,5,0,3.8,489.4
ORD00876,2023-03-02 11:37:39.459459460,CUST0032,Home & Kitchen,USA,Corporate,Credit Card,18,462.37,5,0,2.9,7906.53
ORD00063,2023-03-02 11:37:39.459459460,CUST0166,Home & Kitchen,Canada,Consumer,Credit Card,6,423.39,10,0,2.6,2286.31
ORD00710,2023-03-02 20:22:20.540540541,CUST0226,Clothing,USA,Consumer,Credit Card,13,29.37,0,0,2.7,381.81
ORD00844,2023-03-02 20:22:20.540540541,CUST0060,Electronics,USA,Corporate,Credit Card,4,456.29,5,0,3.3,1733.9
ORD00845,2023-03-03 13:51:42.702702703,CUST0145,Electronics,USA,Corporate,Credit Card,16,472.21,10,1,3.1,6799.82
ORD00207,2023-03-03 22:36:23.783783784,CUST0094,Books,USA,Consumer,Credit Card,13,38.53,0,0,4.0,500.89
ORD00465,2023-03-04 07:21:04.864864865,CUST0261,Beauty,Germany,Consumer,Credit Card,10,331.15,20,0,3.8,2649.2
ORD00884,2023-03-04 16:05:45.945945946,CUST0088,Clothing,USA,Consumer,Credit Card,11,445.97,5,0,2.9,4660.39
ORD00916,2023-03-04 16:05:45.945945946,CUST0041,Electronics,USA,Consumer,Credit Card,9,235.82,10,0,3.1,1910.14
ORD00842,2023-03-05 00:50:27.027027027,CUST0027,Home & Kitchen,USA,Corporate,Credit Card,18,131.0,0,0,4.4,2358.0
ORD00521,2023-03-05 18:19:49.189189189,CUST0122,Home & Kitchen,USA,Consumer,Credit Card,4,472.44,20,0,4.2,1511.81
ORD00785,2023-03-06 03:04:30.270270270,CUST0242,Clothing,USA,Corporate,Credit Card,18,29.0,10,1,3.4,469.8
ORD00965,2023-03-06 11:49:11.351351352,CUST0050,Beauty,UK,Corporate,Crypto,14,124.47,0,0,4.2,1742.58
ORD00674,2023-03-07 05:18:33.513513514,CUST0243,Beauty,USA,Corporate,Credit Card,5,259.88,5,0,3.2,1234.43
ORD00480,2023-03-07 14:03:14.594594595,CUST0209,Books,USA,Corporate,Bank Transfer,18,373.02,10,0,3.9,6042.92
ORD00875,2023-03-07 22:47:55.675675676,CUST0166,Sports,USA,Consumer,Bank Transfer,14,54.55,15,0,3.1,649.14
ORD00306,2023-03-08 16:17:17.837837838,CUST0159,Sports,USA,Corporate,Credit Card,8,113.77,5,0,4.0,864.65
ORD00820,2023-03-09 09:46:40.000000000,CUST0175,Clothing,UK,Corporate,Credit Card,1,419.69,0,0,3.4,419.69
ORD00324,2023-03-09 18:31:21.081081081,CUST0283,Home & Kitchen,USA,Corporate,PayPal,9,307.41,0,0,4.0,2766.69
ORD00125,2023-03-10 03:16:02.162162162,CUST0257,Clothing,USA,Home Office,Credit Card,11,131.25,20,0,4.2,1155.0
ORD00630,2023-03-10 12:00:43.243243243,CUST0034,Clothing,USA,Consumer,Credit Card,6,104.87,10,0,3.5,566.3
ORD00236,2023-03-10 20:45:24.324324325,CUST0168,Home & Kitchen,USA,Consumer,Credit Card,3,498.45,5,0,4.1,1420.58
ORD00047,2023-03-10 20:45:24.324324325,CUST0222,Electronics,USA,Corporate,Credit Card,10,86.73,10,0,4.2,780.57
ORD00901,2023-03-10 20:45:24.324324325,CUST0116,Electronics,UK,Consumer,Crypto,15,404.13,10,0,2.8,5455.76
ORD00763,2023-03-10 20:45:24.324324325,CUST0206,Books,Germany,Consumer,PayPal,3,387.9,10,0,4.9,1047.33
ORD00559,2023-03-10 20:45:24.324324325,CUST0129,Clothing,France,Consumer,PayPal,2,220.61,0,1,4.5,441.22
ORD00486,2023-03-11 05:30:05.405405406,CUST0237,Beauty,Germany,Consumer,PayPal,11,375.23,10,0,3.0,3714.78
ORD00903,2023-03-11 05:30:05.405405406,CUST0103,Clothing,Canada,Consumer,Credit Card,18,349.35,0,1,2.7,6288.3
ORD00461,2023-03-11 14:14:46.486486487,CUST0234,Clothing,UK,Corporate,Crypto,11,320.54,10,0,4.9,3173.35
ORD00753,2023-03-11 14:14:46.486486487,CUST0235,Home & Kitchen,Australia,Corporate,Credit Card,12,333.62,5,0,4.4,3803.27
ORD00028,2023-03-11 14:14:46.486486487,CUST0078,Sports,USA,Home Office,Credit Card,5,372.84,5,0,4.3,1770.99
ORD00850,2023-03-12 07:44:08.648648649,CUST0174,Clothing,USA,Consumer,PayPal,9,304.46,0,0,4.1,2740.14
ORD00426,2023-03-12 16:28:49.729729730,CUST0008,Books,France,Home Office,Credit Card,15,399.12,0,0,3.8,5986.8
ORD00736,2023-03-13 01:13:30.810810811,CUST0262,Electronics,Australia,Consumer,PayPal,2,242.14,0,0,4.2,484.28
ORD00580,2023-03-13 01:13:30.810810811,CUST0216,Books,Canada,Consumer,PayPal,19,149.92,0,0,3.9,2848.48
ORD00315,2023-03-13 18:42:52.972972973,CUST0047,Clothing,France,Consumer,Credit Card,19,281.75,0,1,2.7,5353.25
ORD00322,2023-03-14 20:56:56.216216216,CUST0282,Clothing,France,Corporate,Credit Card,10,445.24,0,1,4.4,4452.4
ORD00976,2023-03-14 20:56:56.216216216,CUST0186,Electronics,USA,Corporate,Credit Card,11,248.33,0,0,3.3,2731.63
ORD00155,2023-03-14 20:56:56.216216216,CUST0273,Clothing,India,Consumer,PayPal,13,335.36,10,0,4.5,3923.71
