order_id,customer_id,product_id,order_date,quantity,unit_price,discount,status,channel,region,revenue
ORD000021,CUST0309,PROD0156,2022-01-04 01:29:52.438487697,9,121.61,0.0,Returned,Web,East,1094.49
ORD000022,CUST0258,PROD0110,2022-01-04 04:59:52.078415683,1,296.09,0.05,Completed,Mobile,West,281.29
ORD000023,CUST0344,PROD0053,2022-01-04 08:29:51.718343668,12,192.02,0.05,Completed,Mobile,International,2189.03
ORD000024,CUST0492,PROD0152,2022-01-04 11:59:51.358271654,7,229.97,0.2,Completed,Mobile,West,1287.83
ORD000025,CUST0414,PROD0079,2022-01-04 15:29:50.998199639,11,273.21,0.0,Completed,Web,North,3005.31
ORD000026,CUST0294,PROD0022,2022-01-04 18:59:50.638127625,14,109.73,0.0,Completed,Web,West,1536.22
ORD000027,CUST0386,PROD0030,2022-01-04 22:29:50.278055611,3,86.32,0.0,Completed,Mobile,North,258.96
ORD000028,CUST0192,PROD0191,2022-01-05 01:59:49.917983596,3,441.41,0.0,Pending,Mobile,East,1324.23
ORD000029,CUST0444,PROD0004,2022-01-05 05:29:49.557911582,2,222.52,0.1,Completed,Web,International,400.54
ORD000030,CUST0277,PROD0059,2022-01-05 08:59:49.197839567,14,211.93,0.0,Returned,Web,North,2967.02
ORD000031,CUST0161,PROD0008,2022-01-05 12:29:48.837767553,10,27.45,0.1,Completed,Mobile,West,247.05
ORD000032,CUST0460,PROD0012,2022-01-05 15:59:48.477695539,6,254.01,0.1,Completed,In-Store,West,1371.65
ORD000033,CUST0314,PROD0119,2022-01-05 19:29:48.117623524,13,281.54,0.05,Completed,Mobile,East,3477.02
ORD000034,CUST0022,PROD0159,2022-01-05 22:59:47.757551510,10,283.83,0.15,Completed,In-Store,South,2412.55
ORD000035,CUST0253,PROD0034,2022-01-06 02:29:47.397479495,2,356.45,0.05,Completed,Mobile,South,677.26
ORD000036,CUST0236,PROD0082,2022-01-06 05:59:47.037407481,10,96.97,0.0,Pending,Web,International,969.7
ORD000037,CUST0345,PROD0098,2022-01-06 09:29:46.677335467,4,133.59,0.15,Pending,Web,North,454.21
ORD000038,CUST0049,PROD0127,2022-01-06 12:59:46.317263452,10,407.26,0.15,Pending,Mobile,East,3461.71
ORD000039,CUST0475,PROD0075,2022-01-06 16:29:45.957191438,9,474.11,0.0,Completed,Web,North,4266.99
ORD000040,CUST0059,PROD0105,2022-01-06 19:59:45.597119423,9,76.61,0.0,Pending,Mobile,North,689.49
ORD000041,CUST0170,PROD0049,2022-01-06 23:29:45.237047409,6,253.85,0.0,Completed,Mobile,West,1523.1
ORD000042,CUST0476,PROD0079,2022-01-07 02:59:44.876975395,13,114.95,0.0,Completed,In-Store,South,1494.35
ORD000043,CUST0188,PROD0185,2022-01-07 06:29:44.516903380,4,39.44,0.2,Completed,Mobile,International,126.21
ORD000044,CUST0464,PROD0093,2022-01-07 09:59:44.156831366,7,169.5,0.05,Completed,Web,East,1127.18
ORD000045,CUST0271,PROD0154,2022-01-07 13:29:43.796759351,14,80.41,0.0,Pending,Web,East,1125.74
ORD000046,CUST0190,PROD0018,2022-01-07 16:59:43.436687337,1,357.87,0.15,Returned,Web,North,304.19
ORD000047,CUST0446,PROD0096,2022-01-07 20:29:43.076615323,12,271.53,0.05,Completed,In-Store,International,3095.44
ORD000048,CUST0175,PROD0038,2022-01-07 23:59:42.716543308,4,80.48,0.0,Completed,Web,North,321.92
ORD000049,CUST0446,PROD0087,2022-01-08 03:29:42.356471294,5,14.53,0.2,Completed,In-Store,East,58.12
ORD000050,CUST0051,PROD0088,2022-01-08 06:59:41.996399279,8,406.0,0.15,Completed,In-Store,South,2760.8
ORD000051,CUST0364,PROD0050,2022-01-08 10:29:41.636327265,12,96.34,0.15,Completed,Mobile,South,982.67
ORD000052,CUST0055,PROD0008,2022-01-08 13:59:41.276255251,2,307.05,0.05,Completed,Web,East,583.4
ORD000053,CUST0244,PROD0169,2022-01-08 17:29:40.916183236,12,175.09,0.1,Completed,Web,West,1890.97
ORD000054,CUST0320,PROD0134,2022-01-08 20:59:40.556111222,5,296.89,0.0,Completed,Web,North,1484.45
ORD000055,CUST0131,PROD0069,2022-01-09 00:29:40.196039207,6,164.67,0.05,Completed,Web,East,938.62
ORD000056,CUST0485,PROD0172,2022-01-09 03:59:39.835967193,5,52.6,0.2,Completed,Web,West,210.4
ORD000057,CUST0307,PROD0121,2022-01-09 07:29:39.475895179,13,119.25,0.0,Completed,Web,South,1550.25
ORD000058,CUST0135,PROD0064,2022-01-09 10:59:39.115823164,9,102.15,0.1,Completed,Mobile,North,827.42
ORD000059,CUST0021,PROD0157,2022-01-09 14:29:38.755751150,10,219.73,0.05,Completed,Web,South,2087.43
ORD000060,CUST0329,PROD0156,2022-01-09 17:59:38.395679135,1,332.56,0.0,Completed,Web,North,332.56
ORD000061,CUST0167,PROD0139,2022-01-09 21:29:38.035607121,14,139.26,0.1,Completed,Mobile,North,1754.68
ORD000062,CUST0274,PROD0121,2022-01-10 00:59:37.675535107,3,15.91,0.0,Completed,In-Store,South,47.73
ORD000063,CUST0388,PROD0065,2022-01-10 04:29:37.315463092,14,264.28,0.1,Completed,Mobile,East,3329.93
ORD000064,CUST0089,PROD0107,2022-01-10 07:59:36.955391078,2,306.82,0.0,Completed,Web,North,613.64
ORD000065,CUST0316,PROD0147,2022-01-10 11:29:36.595319063,12,481.81,0.2,Completed,Mobile,East,4625.38
ORD000066,CUST0014,PROD0137,2022-01-10 14:59:36.235247049,13,298.84,0.0,Completed,Mobile,International,3884.92
ORD000067,CUST0242,PROD0155,2022-01-10 18:29:35.875175035,3,240.87,0.0,Completed,In-Store,International,722.61
ORD000068,CUST0265,PROD0162,2022-01-10 21:59:35.515103020,10,290.97,0.0,Completed,Web,West,2909.7
ORD000069,CUST0346,PROD0172,2022-01-11 01:29:35.155031006,9,464.67,0.2,Completed,In-Store,South,3345.62
ORD000070,CUST0053,PROD0196,2022-01-11 04:59:34.794958991,13,415.91,0.1,Completed,Web,North,4866.15
ORD000071,CUST0386,PROD0100,2022-01-11 08:29:34.434886977,14,168.26,0.1,Completed,In-Store,West,2120.08
ORD000072,CUST0340,PROD0082,2022-01-11 11:59:34.074814963,9,126.25,0.05,Completed,Web,North,1079.44
ORD000073,CUST0092,PROD0143,2022-01-11 15:29:33.714742948,10,138.69,0.05,Completed,In-Store,North,1317.56
ORD000074,CUST0367,PROD0051,2022-01-11 18:59:33.354670934,2,257.17,0.0,Completed,In-Store,East,514.34
ORD000075,CUST0444,PROD0141,2022-01-11 22:29:32.994598919,14,374.58,0.05,Completed,Web,North,4981.91
ORD000076,CUST0455,PROD0083,2022-01-12 01:59:32.634526905,3,256.58,0.0,Completed,In-Store,West,769.74
ORD000077,CUST0428,PROD0177,2022-01-12 05:29:32.274454891,14,43.22,0.2,Pending,Web,West,484.06
ORD000078,CUST0264,PROD0198,2022-01-12 08:59:31.914382876,4,364.55,0.1,Completed,Web,West,1312.38
ORD000079,CUST0431,PROD0112,2022-01-12 12:29:31.554310862,9,404.93,0.05,Completed,Web,West,3462.15
ORD000080,CUST0035,PROD0056,2022-01-12 15:59:31.194238847,3,151.85,0.0,Completed,In-Store,North,455.55
ORD000081,CUST0206,PROD0179,2022-01-12 19:29:30.834166833,13,335.42,0.1,Pending,Web,West,3924.41
ORD000082,CUST0081,PROD0165,2022-01-12 22:59:30.474094819,7,219.03,0.0,Completed,Mobile,South,1533.21
ORD000083,CUST0420,PROD0145,2022-01-13 02:29:30.114022804,12,445.67,0.0,Completed,Mobile,West,5348.04
ORD000084,CUST0050,PROD0186,2022-01-13 05:59:29.753950790,3,424.16,0.0,Completed,In-Store,North,1272.48
ORD000085,CUST0360,PROD0157,2022-01-13 09:29:29.393878775,7,267.46,0.05,Completed,Mobile,West,1778.61
ORD000086,CUST0388,PROD0161,2022-01-13 12:59:29.033806761,7,348.84,0.1,Completed,Web,International,2197.69
ORD000087,CUST0002,PROD0060,2022-01-13 16:29:28.673734747,9,442.84,0.0,Completed,Web,North,3985.56
ORD000088,CUST0390,PROD0120,2022-01-13 19:59:28.313662732,2,252.9,0.0,Returned,Web,North,505.8
ORD000089,CUST0054,PROD0183,2022-01-13 23:29:27.953590718,13,163.49,0.05,Returned,Mobile,North,2019.1
ORD000090,CUST0106,PROD0138,2022-01-14 02:59:27.593518703,6,379.3,0.1,Completed,Web,South,2048.22
ORD000091,CUST0260,PROD0175,2022-01-14 06:29:27.233446689,9,117.83,0.0,Pending,Web,South,1060.47
ORD000092,CUST0310,PROD0023,2022-01-14 09:59:26.873374675,12,200.38,0.0,Completed,In-Store,West,2404.56
ORD000093,CUST0477,PROD0149,2022-01-14 13:29:26.513302660,12,434.21,0.2,Completed,Web,East,4168.42
ORD000094,CUST0191,PROD0013,2022-01-14 16:59:26.153230646,2,364.97,0.2,Completed,Mobile,East,583.95
ORD000095,CUST0402,PROD0101,2022-01-14 20:29:25.793158631,2,207.87,0.2,Completed,Web,West,332.59
ORD000096,CUST0218,PROD0161,2022-01-14 23:59:25.433086617,13,115.22,0.15,Completed,Web,South,1273.18
ORD000097,CUST0044,PROD0024,2022-01-15 03:29:25.073014603,14,184.42,0.0,Completed,Web,South,2581.88
ORD000098,CUST0162,PROD0108,2022-01-15 06:59:24.712942588,5,149.21,0.0,Completed,Web,West,746.05
ORD000099,CUST0202,PROD0011,2022-01-15 10:29:24.352870574,10,96.28,0.0,Completed,In-Store,West,962.8
ORD000100,CUST0446,PROD0017,2022-01-15 13:59:23.992798559,10,374.23,0.0,Completed,Web,North,3742.3
ORD000101,CUST0484,PROD0196,2022-01-15 17:29:23.632726545,12,133.51,0.2,Completed,Web,North,1281.7
ORD000102,CUST0270,PROD0175,2022-01-15 20:59:23.272654531,10,232.54,0.1,Returned,Mobile,North,2092.86
ORD000103,CUST0351,PROD0025,2022-01-16 00:29:22.912582516,8,199.07,0.1,Completed,Mobile,South,1433.3
ORD000104,CUST0304,PROD0094,2022-01-16 03:59:22.552510502,11,491.22,0.0,Returned,Mobile,South,5403.42
ORD000105,CUST0271,PROD0021,2022-01-16 07:29:22.192438487,9,201.64,0.2,Completed,In-Store,West,1451.81
ORD000106,CUST0456,PROD0084,2022-01-16 10:59:21.832366473,2,49.19,0.15,Completed,Mobile,West,83.62
ORD000107,CUST0462,PROD0140,2022-01-16 14:29:21.472294459,5,54.01,0.0,Returned,Web,North,270.05
ORD000108,CUST0215,PROD0037,2022-01-16 17:59:21.112222444,14,299.47,0.15,Completed,Mobile,East,3563.69
ORD000109,CUST0252,PROD0042,2022-01-16 21:29:20.752150430,7,303.69,0.0,Completed,Mobile,South,2125.83
ORD000110,CUST0190,PROD0145,2022-01-17 00:59:20.392078415,6,215.19,0.0,Completed,Web,East,1291.14
ORD000111,CUST0296,PROD0101,2022-01-17 04:29:20.032006401,6,221.6,0.1,Completed,Web,East,1196.64
ORD000112,CUST0213,PROD0048,2022-01-17 07:59:19.671934387,7,36.43,0.1,Pending,Web,International,229.51
ORD000113,CUST0208,PROD0103,2022-01-17 11:29:19.311862372,3,263.11,0.0,Completed,Web,North,789.33
ORD000114,CUST0237,PROD0028,2022-01-17 14:59:18.951790358,13,257.32,0.0,Returned,Web,North,3345.16
ORD000115,CUST0338,PROD0041,2022-01-17 18:29:18.591718343,3,83.28,0.2,Completed,Web,East,199.87
ORD000116,CUST0367,PROD0099,2022-01-17 21:59:18.231646329,10,60.88,0.1,Completed,In-Store,South,547.92
ORD000117,CUST0053,PROD0047,2022-01-18 01:29:17.871574315,9,70.55,0.1,Completed,In-Store,North,571.45
ORD000118,CUST0280,PROD0146,2022-01-18 04:59:17.511502300,14,59.5,0.0,Completed,Mobile,North,833.0
ORD000119,CUST0410,PROD0105,2022-01-18 08:29:17.151430286,8,308.76,0.0,Completed,Mobile,East,2470.08
ORD000120,CUST0217,PROD0124,2022-01-18 11:59:16.791358271,5,106.28,0.0,Completed,Web,South,531.4
ORD000121,CUST0252,PROD0199,2022-01-18 15:29:16.431286257,6,133.2,0.0,Completed,In-Store,International,799.2
ORD000122,CUST0188,PROD0013,2022-01-18 18:59:16.071214243,11,95.05,0.0,Completed,Mobile,South,1045.55
ORD000123,CUST0380,PROD0141,2022-01-18 22:29:15.711142228,12,479.34,0.0,Completed,Web,North,5752.08
ORD000124,CUST0493,PROD0100,2022-01-19 01:59:15.351070214,10,428.76,0.05,Completed,Web,East,4073.22
ORD000125,CUST0041,PROD0031,2022-01-19 05:29:14.990998199,1,122.94,0.0,Completed,Web,North,122.94
ORD000126,CUST0157,PROD0130,2022-01-19 08:59:14.630926185,10,170.51,0.15,Completed,Web,East,1449.33
ORD000127,CUST0015,PROD0016,2022-01-19 12:29:14.270854171,12,112.85,0.0,Completed,Web,East,1354.2
ORD000128,CUST0301,PROD0137,2022-01-19 15:59:13.910782156,1,251.02,0.05,Completed,Web,East,238.47
ORD000129,CUST0065,PROD0073,2022-01-19 19:29:13.550710142,4,19.61,0.0,Completed,Web,West,78.44
ORD000130,CUST0345,PROD0166,2022-01-19 22:59:13.190638127,2,338.97,0.05,Completed,Web,North,644.04
ORD000131,CUST0327,PROD0054,2022-01-20 02:29:12.830566113,11,266.35,0.0,Completed,In-Store,International,2929.85
ORD000132,CUST0009,PROD0184,2022-01-20 05:59:12.470494099,7,450.33,0.2,Completed,Web,West,2521.85
ORD000133,CUST0344,PROD0100,2022-01-20 09:29:12.110422084,2,90.55,0.1,Returned,Web,South,162.99
ORD000134,CUST0129,PROD0109,2022-01-20 12:59:11.750350070,10,404.01,0.05,Completed,Mobile,North,3838.1
ORD000135,CUST0492,PROD0087,2022-01-20 16:29:11.390278055,2,398.06,0.0,Completed,In-Store,South,796.12
ORD000136,CUST0136,PROD0173,2022-01-20 19:59:11.030206041,5,72.32,0.05,Completed,Web,South,343.52
ORD000137,CUST0472,PROD0162,2022-01-20 23:29:10.670134027,4,205.29,0.1,Completed,In-Store,East,739.04
ORD000138,CUST0063,PROD0137,2022-01-21 02:59:10.310062012,8,93.37,0.0,Completed,Web,North,746.96
ORD000139,CUST0139,PROD0008,2022-01-21 06:29:09.949989998,4,134.81,0.05,Completed,Web,International,512.28
ORD000140,CUST0499,PROD0007,2022-01-21 09:59:09.589917983,14,138.99,0.15,Completed,Web,North,1653.98
ORD000141,CUST0081,PROD0036,2022-01-21 13:29:09.229845969,12,282.56,0.1,Completed,Mobile,South,3051.65
ORD000142,CUST0392,PROD0018,2022-01-21 16:59:08.869773954,6,211.59,0.15,Completed,Web,North,1079.11
ORD000143,CUST0163,PROD0003,2022-01-21 20:29:08.509701940,5,474.39,0.15,Completed,Mobile,South,2016.16
ORD000144,CUST0419,PROD0028,2022-01-21 23:59:08.149629926,11,71.92,0.2,Completed,Web,West,632.9
ORD000145,CUST0289,PROD0070,2022-01-22 03:29:07.789557911,14,487.11,0.05,Completed,Mobile,East,6478.56
ORD000146,CUST0379,PROD0172,2022-01-22 06:59:07.429485897,2,123.01,0.05,Completed,Web,North,233.72
ORD000147,CUST0261,PROD0149,2022-01-22 10:29:07.069413882,11,388.71,0.1,Completed,Web,International,3848.23
ORD000148,CUST0490,PROD0028,2022-01-22 13:59:06.709341868,13,176.1,0.1,Completed,Mobile,West,2060.37
ORD000149,CUST0231,PROD0054,2022-01-22 17:29:06.349269854,12,80.11,0.2,Completed,Mobile,West,769.06
ORD000150,CUST0041,PROD0182,2022-01-22 20:59:05.989197839,14,430.37,0.0,Completed,Web,West,6025.18
ORD000151,CUST0028,PROD0065,2022-01-23 00:29:05.629125825,8,161.34,0.0,Completed,Mobile,East,1290.72
ORD000152,CUST0135,PROD0100,2022-01-23 03:59:05.269053810,2,332.84,0.0,Completed,Mobile,East,665.68
ORD000153,CUST0201,PROD0021,2022-01-23 07:29:04.908981796,9,287.56,0.0,Returned,Web,South,2588.04
ORD000154,CUST0328,PROD0013,2022-01-23 10:59:04.548909782,9,241.16,0.0,Completed,In-Store,North,2170.44
ORD000155,CUST0268,PROD0057,2022-01-23 14:29:04.188837767,3,252.95,0.1,Completed,Mobile,East,682.96
ORD000156,CUST0418,PROD0049,2022-01-23 17:59:03.828765753,4,368.8,0.0,Returned,Web,International,1475.2
ORD000157,CUST0033,PROD0118,2022-01-23 21:29:03.468693738,8,53.01,0.1,Pending,Web,East,381.67
ORD000158,CUST0048,PROD0054,2022-01-24 00:59:03.108621724,9,337.41,0.1,Completed,Mobile,International,2733.02
ORD000159,CUST0407,PROD0138,2022-01-24 04:29:02.748549710,3,448.95,0.0,Completed,Web,South,1346.85
ORD000160,CUST0062,PROD0053,2022-01-24 07:59:02.388477695,5,38.32,0.0,Completed,Web,West,191.6
ORD000161,CUST0216,PROD0044,2022-01-24 11:29:02.028405681,11,78.92,0.1,Completed,Web,East,781.31
ORD000162,CUST0293,PROD0047,2022-01-24 14:59:01.668333666,8,361.15,0.1,Pending,Mobile,West,2600.28
ORD000163,CUST0099,PROD0053,2022-01-24 18:29:01.308261652,3,224.27,0.15,Completed,Web,East,571.89
ORD000164,CUST0172,PROD0074,2022-01-24 21:59:00.948189638,7,207.74,0.15,Completed,Mobile,North,1236.05
ORD000165,CUST0360,PROD0046,2022-01-25 01:29:00.588117623,11,77.11,0.2,Completed,Web,North,678.57
ORD000166,CUST0214,PROD0013,2022-01-25 04:59:00.228045609,8,258.32,0.05,Returned,Web,International,1963.23
ORD000167,CUST0475,PROD0165,2022-01-25 08:28:59.867973594,10,72.01,0.2,Completed,Mobile,North,576.08
ORD000168,CUST0035,PROD0102,2022-01-25 11:58:59.507901580,11,243.54,0.15,Pending,Mobile,East,2277.1
ORD000169,CUST0449,PROD0024,2022-01-25 15:28:59.147829566,14,384.17,0.15,Completed,Web,South,4571.62
ORD000170,CUST0227,PROD0002,2022-01-25 18:58:58.787757551,3,136.55,0.0,Completed,Web,South,409.65
ORD000171,CUST0101,PROD0081,2022-01-25 22:28:58.427685537,2,245.59,0.2,Completed,Web,West,392.94
ORD000172,CUST0431,PROD0100,2022-01-26 01:58:58.067613522,10,496.09,0.05,Completed,Mobile,West,4712.85
ORD000173,CUST0462,PROD0142,2022-01-26 05:28:57.707541508,13,346.46,0.1,Completed,Web,International,4053.58
ORD000174,CUST0131,PROD0138,2022-01-26 08:58:57.347469494,7,422.26,0.0,Completed,Mobile,South,2955.82
ORD000175,CUST0257,PROD0163,2022-01-26 12:28:56.987397479,12,213.28,0.0,Pending,Mobile,East,2559.36
ORD000176,CUST0005,PROD0153,2022-01-26 15:58:56.627325465,9,386.25,0.0,Completed,Web,International,3476.25
ORD000177,CUST0218,PROD0131,2022-01-26 19:28:56.267253450,1,29.85,0.0,Completed,Web,International,29.85
ORD000178,CUST0255,PROD0111,2022-01-26 22:58:55.907181436,3,70.23,0.0,Completed,Web,International,210.69
ORD000179,CUST0398,PROD0102,2022-01-27 02:28:55.547109422,5,109.5,0.15,Completed,Web,West,465.38
ORD000180,CUST0359,PROD0017,2022-01-27 05:58:55.187037407,3,206.96,0.0,Returned,Mobile,North,620.88
ORD000181,CUST0283,PROD0012,2022-01-27 09:28:54.826965393,1,424.41,0.0,Completed,Mobile,North,424.41
ORD000182,CUST0393,PROD0182,2022-01-27 12:58:54.466893379,7,179.67,0.0,Completed,Mobile,West,1257.69
ORD000183,CUST0207,PROD0116,2022-01-27 16:28:54.106821364,7,330.76,0.05,Completed,Web,West,2199.55
ORD000184,CUST0015,PROD0024,2022-01-27 19:58:53.746749350,10,357.56,0.0,Completed,In-Store,West,3575.6
ORD000185,CUST0346,PROD0029,2022-01-27 23:28:53.386677335,12,297.23,0.0,Completed,Web,South,3566.76
ORD000186,CUST0042,PROD0171,2022-01-28 02:58:53.026605321,8,185.05,0.05,Completed,Web,East,1406.38
ORD000187,CUST0380,PROD0153,2022-01-28 06:28:52.666533307,5,292.76,0.1,Completed,Mobile,South,1317.42
ORD000188,CUST0461,PROD0122,2022-01-28 09:58:52.306461292,10,177.71,0.0,Completed,Mobile,East,1777.1
ORD000189,CUST0179,PROD0188,2022-01-28 13:28:51.946389278,12,51.1,0.0,Returned,Web,South,613.2
ORD000190,CUST0063,PROD0090,2022-01-28 16:58:51.586317263,5,496.47,0.0,Completed,Mobile,International,2482.35
ORD000191,CUST0352,PROD0065,2022-01-28 20:28:51.226245249,5,72.32,0.2,Completed,In-Store,North,289.28
ORD000192,CUST0231,PROD0084,2022-01-28 23:58:50.866173235,1,45.45,0.0,Returned,Mobile,East,45.45
ORD000193,CUST0241,PROD0119,2022-01-29 03:28:50.506101220,10,440.48,0.05,Completed,Web,South,4184.56
ORD000194,CUST0052,PROD0156,2022-01-29 06:58:50.146029206,5,157.9,0.0,Completed,Mobile,West,789.5
ORD000195,CUST0096,PROD0016,2022-01-29 10:28:49.785957191,6,328.65,0.05,Completed,Mobile,East,1873.3
ORD000196,CUST0388,PROD0175,2022-01-29 13:58:49.425885177,13,171.21,0.0,Completed,Mobile,International,2225.73
ORD000197,CUST0222,PROD0104,2022-01-29 17:28:49.065813162,12,201.81,0.0,Completed,Mobile,North,2421.72
ORD000198,CUST0485,PROD0092,2022-01-29 20:58:48.705741148,1,138.44,0.05,Completed,In-Store,North,131.52
ORD000199,CUST0407,PROD0186,2022-01-30 00:28:48.345669134,11,178.09,0.0,Returned,Web,West,1958.99
ORD000200,CUST0231,PROD0027,2022-01-30 03:58:47.985597119,7,211.24,0.0,Completed,Web,South,1478.68
ORD000201,CUST0237,PROD0181,2022-01-30 07:28:47.625525105,1,363.0,0.1,Completed,Web,North,326.7
ORD000202,CUST0143,PROD0170,2022-01-30 10:58:47.265453090,11,260.65,0.2,Returned,Web,East,2293.72
ORD000203,CUST0171,PROD0187,2022-01-30 14:28:46.905381076,2,472.35,0.0,Completed,Web,West,944.7
ORD000204,CUST0029,PROD0175,2022-01-30 17:58:46.545309062,2,30.52,0.1,Returned,Mobile,North,54.94
ORD000205,CUST0036,PROD0162,2022-01-30 21:28:46.185237047,5,256.5,0.2,Completed,Web,South,1026.0
ORD000206,CUST0013,PROD0165,2022-01-31 00:58:45.825165033,14,296.27,0.15,Completed,Mobile,West,3525.61
ORD000207,CUST0160,PROD0134,2022-01-31 04:28:45.465093018,10,460.9,0.05,Returned,Mobile,East,4378.55
ORD000208,CUST0327,PROD0135,2022-01-31 07:58:45.105021004,13,34.09,0.1,Completed,Web,North,398.85
ORD000209,CUST0187,PROD0153,2022-01-31 11:28:44.744948990,7,291.01,0.0,Returned,In-Store,South,2037.07
ORD000210,CUST0243,PROD0033,2022-01-31 14:58:44.384876975,1,428.28,0.05,Returned,Web,East,406.87
ORD000211,CUST0086,PROD0055,2022-01-31 18:28:44.024804961,10,128.54,0.0,Returned,Mobile,North,1285.4
ORD000212,CUST0284,PROD0186,2022-01-31 21:58:43.664732946,1,439.38,0.0,Completed,Mobile,West,439.38
ORD000213,CUST0066,PROD0007,2022-02-01 01:28:43.304660932,1,19.33,0.05,Completed,Web,West,18.36
ORD000214,CUST0170,PROD0057,2022-02-01 04:58:42.944588918,6,368.9,0.0,Completed,Web,East,2213.4
ORD000215,CUST0045,PROD0126,2022-02-01 08:28:42.584516903,2,467.23,0.1,Completed,Web,International,841.01
ORD000216,CUST0062,PROD0012,2022-02-01 11:58:42.224444889,1,332.03,0.05,Completed,Mobile,South,315.43
ORD000217,CUST0441,PROD0016,2022-02-01 15:28:41.864372874,6,225.12,0.05,Pending,Mobile,North,1283.18
ORD000218,CUST0134,PROD0043,2022-02-01 18:58:41.504300860,14,31.99,0.0,Completed,Web,West,447.86
ORD000219,CUST0284,PROD0117,2022-02-01 22:28:41.144228846,2,460.86,0.0,Pending,Mobile,East,921.72
ORD000220,CUST0028,PROD0135,2022-02-02 01:58:40.784156831,6,240.45,0.05,Completed,Web,South,1370.56
ORD000221,CUST0108,PROD0111,2022-02-02 05:28:40.424084817,10,24.21,0.2,Completed,Web,South,193.68
ORD000222,CUST0044,PROD0051,2022-02-02 08:58:40.064012802,8,348.01,0.0,Completed,In-Store,South,2784.08
ORD000223,CUST0340,PROD0160,2022-02-02 12:28:39.703940788,2,246.1,0.0,Completed,Web,South,492.2
ORD000224,CUST0286,PROD0075,2022-02-02 15:58:39.343868774,11,70.93,0.15,Completed,In-Store,West,663.2
ORD000225,CUST0446,PROD0008,2022-02-02 19:28:38.983796759,9,114.99,0.0,Completed,Mobile,West,1034.91
ORD000226,CUST0331,PROD0045,2022-02-02 22:58:38.623724745,8,41.6,0.15,Pending,In-Store,South,282.88
ORD000227,CUST0128,PROD0059,2022-02-03 02:28:38.263652730,12,291.4,0.05,Completed,Web,South,3321.96
ORD000228,CUST0348,PROD0132,2022-02-03 05:58:37.903580716,10,314.79,0.05,Completed,Web,South,2990.5
ORD000229,CUST0473,PROD0104,2022-02-03 09:28:37.543508702,1,257.81,0.0,Completed,Web,South,257.81
ORD000230,CUST0231,PROD0195,2022-02-03 12:58:37.183436687,7,410.38,0.0,Completed,Mobile,North,2872.66
ORD000231,CUST0190,PROD0157,2022-02-03 16:28:36.823364673,14,431.89,0.0,Completed,Mobile,South,6046.46
ORD000232,CUST0225,PROD0157,2022-02-03 19:58:36.463292658,13,311.66,0.15,Completed,Web,South,3443.84
